2998047471026457324,2904,11,229000,0.49,144,235,0,5.504976200778883,309,0
7286650956279794586,2364,11,402000,0.81,268,265,0,5.504976200778883,83,0
4358137463652844086,3277,12,352000,0.72,142,158,0,5.504976200778883,100,0
7994129733575756766,2371,19,211000,0.86,320,298,0,5.504976200778883,0,0
6285060153723172393,6561,12,215000,0.31,112,290,0,5.504976200778883,153,0
6297139801120854229,4139,3,130000,0.87,74,68,0,5.504976200778883,23,1
6540090870760790335,4375,23,261000,0.91,44,39,0,5.504976200778883,335,1
5299110187631756941,4375,23,261000,0.15,7,39,0,5.504976200778883,125,1
6388748695695834205,1905,27,470000,0.54,87,129,1,8.0,246,0
507912541677637556,2671,19,340000,0.8,64,64,0,5.504976200778883,0,1
1061300515026734845,9612,28,477000,0.3,26,70,0,5.504976200778883,209,1
1453956171743843208,3757,22,202000,0.49,148,242,1,9.0,18,1
8715793176008601094,9958,13,493000,0.04,4,85,0,5.504976200778883,362,1
5800154933341419553,4774,1,292000,0.62,178,230,0,5.504976200778883,310,1
7069166118082216760,4820,5,282000,0.93,176,151,0,5.504976200778883,26,1
4599849431367824307,1149,8,370000,0.65,219,269,0,5.504976200778883,0,0
7897793964297385027,1561,3,408000,0.99,116,94,0,5.504976200778883,70,1
8171626338007449011,5614,14,187000,0.61,176,231,0,5.504976200778883,0,1
5409593797545911394,3451,23,197000,0.73,205,225,0,5.504976200778883,82,1
9128405404879390932,7332,6,495000,0.08,14,145,0,5.504976200778883,282,0
9128405404879390932,4305,10,344000,0.4,114,228,1,6.0,317,0
8099468575179035816,4224,12,336000,0.99,45,36,0,5.504976200778883,200,1
8099468575179035816,3491,3,161000,0.88,257,234,0,5.504976200778883,146,1
4272374716119404976,9692,11,385000,0.55,205,298,0,5.504976200778883,311,0
8228744690664326260,8026,2,57000,0.59,35,47,0,5.504976200778883,271,1
2600841891543131866,1561,3,408000,0.19,22,94,0,5.504976200778883,227,1
2600841891543131866,8301,18,96000,0.95,147,124,1,8.0,202,1
1764875649063032866,8784,3,204000,0.54,109,161,0,5.504976200778883,32,0
2835193313358472259,2579,17,448000,0.67,251,300,0,5.504976200778883,66,1
518096815264908212,4139,3,130000,0.27,23,68,0,5.504976200778883,15,1
7182543498370307987,5662,21,429000,0.88,163,148,0,5.504976200778883,216,0
3989348846157697808,3154,26,323000,0.55,63,91,0,5.504976200778883,242,1
3089593870234731421,1878,11,418000,0.58,113,156,0,5.504976200778883,0,0
5031030067322934486,6618,7,422000,0.71,229,258,0,5.504976200778883,83,0
6959793082485660307,9242,27,200000,0.43,144,267,0,5.504976200778883,106,1
4968892404081660723,2918,25,466000,0.13,10,63,0,5.504976200778883,251,1
4968892404081660723,3114,30,412000,0.02,2,95,0,5.504976200778883,0,1
1142991804948462107,8298,15,161000,0.31,19,48,1,10.0,182,1
205748971762495529,6380,12,61000,0.28,103,295,0,5.504976200778883,279,0
177122130220734354,8388,18,86000,0.25,75,239,1,7.0,0,1
3687019778201230065,4366,16,420000,0.74,261,282,0,5.504976200778883,0,0
5558420687640190818,6964,6,391000,0.37,130,280,0,5.504976200778883,332,0
3175060358961032826,9692,11,385000,0.64,238,298,0,5.504976200778883,79,0
1211965947753095005,5539,30,299000,0.82,285,278,0,5.504976200778883,220,0
3779394516762531085,6087,16,442000,0.87,95,87,0,5.504976200778883,6,1
7690218178958850014,6353,22,431000,0.81,93,92,0,5.504976200778883,0,1
5027530585364145191,1272,22,315000,0.8,74,74,0,5.504976200778883,0,1
